,bank.type,bank.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,instanceLabel.xml:lang,instanceLabel.type,instanceLabel.value,viafid.type,viafid.value,deathyear.datatype,deathyear.type,deathyear.value,website.type,website.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,twitter.type,twitter.value,isin.type,isin.value,gid.type,gid.value,permid.type,permid.value,parent.type,parent.value,lei.type,lei.value
103,uri,http://www.wikidata.org/entity/Q806641,en,literal,Bank Leumi,en,literal,Israel,en,literal,bank,literal,138402636,,,,uri,http://english.leumi.co.il,en,literal,Israeli banking company,en,literal,Bank Leumi,literal,LeumiDigital,literal,IL0006046119,,,,,,,,
104,uri,http://www.wikidata.org/entity/Q806641,en,literal,Bank Leumi,en,literal,Israel,en,literal,business,literal,138402636,,,,uri,http://english.leumi.co.il,en,literal,Israeli banking company,en,literal,Bank Leumi,literal,LeumiDigital,literal,IL0006046119,,,,,,,,
105,uri,http://www.wikidata.org/entity/Q806641,en,literal,Bank Leumi,en,literal,Israel,en,literal,enterprise,literal,138402636,,,,uri,http://english.leumi.co.il,en,literal,Israeli banking company,en,literal,Bank Leumi,literal,LeumiDigital,literal,IL0006046119,,,,,,,,
106,uri,http://www.wikidata.org/entity/Q1136759,en,literal,QNB Group,en,literal,Qatar,en,literal,bank,,,,,,uri,http://www.qnb.com.qa/,en,literal,"A Qatari commercial bank headquartered in Doha, Qatar.",en,literal,Qatar National Bank,,,literal,QA0006929895,,,,,uri,http://www.wikidata.org/entity/Q1571175,,
107,uri,http://www.wikidata.org/entity/Q1136759,en,literal,QNB Group,en,literal,Qatar,en,literal,commercial bank,,,,,,uri,http://www.qnb.com.qa/,en,literal,"A Qatari commercial bank headquartered in Doha, Qatar.",en,literal,Qatar National Bank,,,literal,QA0006929895,,,,,uri,http://www.wikidata.org/entity/Q1571175,,
108,uri,http://www.wikidata.org/entity/Q1136759,en,literal,QNB Group,en,literal,Qatar,en,literal,business,,,,,,uri,http://www.qnb.com.qa/,en,literal,"A Qatari commercial bank headquartered in Doha, Qatar.",en,literal,Qatar National Bank,,,literal,QA0006929895,,,,,uri,http://www.wikidata.org/entity/Q1571175,,
109,uri,http://www.wikidata.org/entity/Q1340361,en,literal,State Bank of India,en,literal,Sri Lanka,en,literal,bank,literal,138999607,,,,uri,http://www.sbi.co.in,en,literal,Indian public sector bank and financial services organization,en,literal,SBI,literal,TheOfficialSBI,literal,US8565522039,literal,/g/1212gsdd,,,,,,
110,uri,http://www.wikidata.org/entity/Q1340361,en,literal,State Bank of India,en,literal,Sri Lanka,en,literal,financial institution,literal,138999607,,,,uri,http://www.sbi.co.in,en,literal,Indian public sector bank and financial services organization,en,literal,SBI,literal,TheOfficialSBI,literal,US8565522039,literal,/g/1212gsdd,,,,,,
111,uri,http://www.wikidata.org/entity/Q1340361,en,literal,State Bank of India,en,literal,Sri Lanka,en,literal,credit institution,literal,138999607,,,,uri,http://www.sbi.co.in,en,literal,Indian public sector bank and financial services organization,en,literal,SBI,literal,TheOfficialSBI,literal,US8565522039,literal,/g/1212gsdd,,,,,,
112,uri,http://www.wikidata.org/entity/Q1340361,en,literal,State Bank of India,en,literal,Sri Lanka,en,literal,public company,literal,138999607,,,,uri,http://www.sbi.co.in,en,literal,Indian public sector bank and financial services organization,en,literal,SBI,literal,TheOfficialSBI,literal,US8565522039,literal,/g/1212gsdd,,,,,,
113,uri,http://www.wikidata.org/entity/Q1340361,en,literal,State Bank of India,en,literal,Sri Lanka,en,literal,business,literal,138999607,,,,uri,http://www.sbi.co.in,en,literal,Indian public sector bank and financial services organization,en,literal,SBI,literal,TheOfficialSBI,literal,US8565522039,literal,/g/1212gsdd,,,,,,
114,uri,http://www.wikidata.org/entity/Q1340361,en,literal,State Bank of India,en,literal,Sri Lanka,en,literal,enterprise,literal,138999607,,,,uri,http://www.sbi.co.in,en,literal,Indian public sector bank and financial services organization,en,literal,SBI,literal,TheOfficialSBI,literal,US8565522039,literal,/g/1212gsdd,,,,,,
115,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,en,literal,Saudi Arabia,en,literal,bank,,,,,,uri,https://www.alahli.com,en,literal,Bank,en,literal,National Commercial Bank,literal,snbalahli,literal,SA13L050IE10,,,,,,,,
116,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,en,literal,Saudi Arabia,en,literal,public company,,,,,,uri,https://www.alahli.com,en,literal,Bank,en,literal,National Commercial Bank,literal,snbalahli,literal,SA13L050IE10,,,,,,,,
117,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,en,literal,Saudi Arabia,en,literal,business,,,,,,uri,https://www.alahli.com,en,literal,Bank,en,literal,National Commercial Bank,literal,snbalahli,literal,SA13L050IE10,,,,,,,,
118,uri,http://www.wikidata.org/entity/Q1778674,en,literal,Central Bank of Iraq,en,literal,Iraq,en,literal,bank,,,,,,uri,http://www.cbi.iq,en,literal,the central bank of the Republic of Iraq,,,,,,,,,,,,,,,
119,uri,http://www.wikidata.org/entity/Q1778674,en,literal,Central Bank of Iraq,en,literal,Iraq,en,literal,central bank,,,,,,uri,http://www.cbi.iq,en,literal,the central bank of the Republic of Iraq,,,,,,,,,,,,,,,
120,uri,http://www.wikidata.org/entity/Q2666775,en,literal,Bank Hapoalim,en,literal,Israel,en,literal,bank,literal,134562293,,,,uri,http://www.bankhapoalim.co.il,en,literal,Israel’s largest bank,fr,literal,Hapoalim Bank,literal,PoaliMarkeTweet,literal,IL0006625771,,,,,,,,
121,uri,http://www.wikidata.org/entity/Q2666775,en,literal,Bank Hapoalim,en,literal,Israel,en,literal,public company,literal,134562293,,,,uri,http://www.bankhapoalim.co.il,en,literal,Israel’s largest bank,fr,literal,Hapoalim Bank,literal,PoaliMarkeTweet,literal,IL0006625771,,,,,,,,
122,uri,http://www.wikidata.org/entity/Q2666775,en,literal,Bank Hapoalim,en,literal,Israel,en,literal,business,literal,134562293,,,,uri,http://www.bankhapoalim.co.il,en,literal,Israel’s largest bank,fr,literal,Hapoalim Bank,literal,PoaliMarkeTweet,literal,IL0006625771,,,,,,,,
123,uri,http://www.wikidata.org/entity/Q2666775,en,literal,Bank Hapoalim,en,literal,Israel,en,literal,enterprise,literal,134562293,,,,uri,http://www.bankhapoalim.co.il,en,literal,Israel’s largest bank,fr,literal,Hapoalim Bank,literal,PoaliMarkeTweet,literal,IL0006625771,,,,,,,,
124,uri,http://www.wikidata.org/entity/Q2882652,en,literal,Bank of Ceylon,en,literal,Sri Lanka,en,literal,bank,literal,150065587,,,,uri,http://www.boc.lk/,en,literal,government-owned Sri Lanka commercial bank,,,,literal,ebankofceylon,,,,,,,,,,
125,uri,http://www.wikidata.org/entity/Q2882652,en,literal,Bank of Ceylon,en,literal,Sri Lanka,en,literal,financial institution,literal,150065587,,,,uri,http://www.boc.lk/,en,literal,government-owned Sri Lanka commercial bank,,,,literal,ebankofceylon,,,,,,,,,,
126,uri,http://www.wikidata.org/entity/Q2882652,en,literal,Bank of Ceylon,en,literal,Sri Lanka,en,literal,business,literal,150065587,,,,uri,http://www.boc.lk/,en,literal,government-owned Sri Lanka commercial bank,,,,literal,ebankofceylon,,,,,,,,,,
127,uri,http://www.wikidata.org/entity/Q3045976,en,literal,CIMB,en,literal,Malaysia,en,literal,bank,,,,,,uri,http://www.cimb.com,en,literal,Malaysian multinational banking company,en,literal,"CIMB Group, CIMB Group Holdings Berhad, CIMB GROUP HOLDINGS BERHAD",literal,CIMBMalaysia,literal,MYL1023OO000,,,literal,4295883663,,,,
128,uri,http://www.wikidata.org/entity/Q3045976,en,literal,CIMB,en,literal,Malaysia,en,literal,credit institution,,,,,,uri,http://www.cimb.com,en,literal,Malaysian multinational banking company,en,literal,"CIMB Group, CIMB Group Holdings Berhad, CIMB GROUP HOLDINGS BERHAD",literal,CIMBMalaysia,literal,MYL1023OO000,,,literal,4295883663,,,,
129,uri,http://www.wikidata.org/entity/Q3045976,en,literal,CIMB,en,literal,Malaysia,en,literal,public company,,,,,,uri,http://www.cimb.com,en,literal,Malaysian multinational banking company,en,literal,"CIMB Group, CIMB Group Holdings Berhad, CIMB GROUP HOLDINGS BERHAD",literal,CIMBMalaysia,literal,MYL1023OO000,,,literal,4295883663,,,,
130,uri,http://www.wikidata.org/entity/Q3045976,en,literal,CIMB,en,literal,Malaysia,en,literal,business,,,,,,uri,http://www.cimb.com,en,literal,Malaysian multinational banking company,en,literal,"CIMB Group, CIMB Group Holdings Berhad, CIMB GROUP HOLDINGS BERHAD",literal,CIMBMalaysia,literal,MYL1023OO000,,,literal,4295883663,,,,
131,uri,http://www.wikidata.org/entity/Q3046561,en,literal,Public Bank Berhad,en,literal,Malaysia,en,literal,bank,,,,,,uri,https://www.pbebank.com,en,literal,"bank based in Kuala Lumpur, Malaysia",,,,,,,,,,,,,,,
132,uri,http://www.wikidata.org/entity/Q3046561,en,literal,Public Bank Berhad,en,literal,Malaysia,en,literal,financial institution,,,,,,uri,https://www.pbebank.com,en,literal,"bank based in Kuala Lumpur, Malaysia",,,,,,,,,,,,,,,
133,uri,http://www.wikidata.org/entity/Q4075821,,literal,Q4075821,en,literal,Kyrgyzstan,en,literal,bank,,,,,,uri,http://www.bakai.kg,,,,,,,,,,,literal,/g/1216xgt0,,,,,,
134,uri,http://www.wikidata.org/entity/Q4075821,,literal,Q4075821,en,literal,Kyrgyzstan,en,literal,business,,,,,,uri,http://www.bakai.kg,,,,,,,,,,,literal,/g/1216xgt0,,,,,,
135,uri,http://www.wikidata.org/entity/Q4115279,en,literal,Bank Islam Malaysia,en,literal,Malaysia,en,literal,bank,,,,,,uri,http://www.bankislam.com.my/,en,literal,Malaysian Islamic bank,,,,,,,,,,,,,,,
136,uri,http://www.wikidata.org/entity/Q4115279,en,literal,Bank Islam Malaysia,en,literal,Malaysia,en,literal,financial institution,,,,,,uri,http://www.bankislam.com.my/,en,literal,Malaysian Islamic bank,,,,,,,,,,,,,,,
137,uri,http://www.wikidata.org/entity/Q4115279,en,literal,Bank Islam Malaysia,en,literal,Malaysia,en,literal,business,,,,,,uri,http://www.bankislam.com.my/,en,literal,Malaysian Islamic bank,,,,,,,,,,,,,,,
138,uri,http://www.wikidata.org/entity/Q4383943,en,literal,Hong Leong Bank,en,literal,Malaysia,en,literal,bank,,,,,,uri,https://www.hlb.com.my/,en,literal,public banking group located in Malaysia,en,literal,HONG LEONG BANK BERHAD,literal,hlbb,,,,,,,,,,
139,uri,http://www.wikidata.org/entity/Q4383943,en,literal,Hong Leong Bank,en,literal,Malaysia,en,literal,financial institution,,,,,,uri,https://www.hlb.com.my/,en,literal,public banking group located in Malaysia,en,literal,HONG LEONG BANK BERHAD,literal,hlbb,,,,,,,,,,
140,uri,http://www.wikidata.org/entity/Q4383943,en,literal,Hong Leong Bank,en,literal,Malaysia,en,literal,business,,,,,,uri,https://www.hlb.com.my/,en,literal,public banking group located in Malaysia,en,literal,HONG LEONG BANK BERHAD,literal,hlbb,,,,,,,,,,
141,uri,http://www.wikidata.org/entity/Q4694216,en,literal,Agrobank Malaysia,en,literal,Malaysia,en,literal,bank,,,,,,uri,http://www.agrobank.com.my,en,literal,Malaysian bank,,,,,,,,,,,,,,,
142,uri,http://www.wikidata.org/entity/Q4694216,en,literal,Agrobank Malaysia,en,literal,Malaysia,en,literal,business,,,,,,uri,http://www.agrobank.com.my,en,literal,Malaysian bank,,,,,,,,,,,,,,,
143,uri,http://www.wikidata.org/entity/Q4807137,en,literal,Askari Bank,en,literal,Pakistan,en,literal,bank,,,,,,uri,http://www.akbl.com.pk/,en,literal,commercial bank in Pakistan,en,literal,"Askari Bank Limited, Askari Bank Ltd",literal,Askari_Bank,,,,,,,,,,
144,uri,http://www.wikidata.org/entity/Q4807137,en,literal,Askari Bank,en,literal,Pakistan,en,literal,business,,,,,,uri,http://www.akbl.com.pk/,en,literal,commercial bank in Pakistan,en,literal,"Askari Bank Limited, Askari Bank Ltd",literal,Askari_Bank,,,,,,,,,,
145,uri,http://www.wikidata.org/entity/Q4856138,en,literal,Bank of Khyber,en,literal,Pakistan,en,literal,bank,,,,,,uri,http://www.bok.com.pk/,,,,,,,literal,thebankofkhyber,,,,,,,,,,
146,uri,http://www.wikidata.org/entity/Q4856138,en,literal,Bank of Khyber,en,literal,Pakistan,en,literal,business,,,,,,uri,http://www.bok.com.pk/,,,,,,,literal,thebankofkhyber,,,,,,,,,,
147,uri,http://www.wikidata.org/entity/Q5152468,en,literal,Commercial Bank of Ceylon,en,literal,Sri Lanka,en,literal,bank,literal,143280446,,,,uri,https://www.combank.lk/,en,literal,Sri Lankan commercial bank,en,literal,CBC,,,,,,,,,,,,
148,uri,http://www.wikidata.org/entity/Q5152468,en,literal,Commercial Bank of Ceylon,en,literal,Sri Lanka,en,literal,financial institution,literal,143280446,,,,uri,https://www.combank.lk/,en,literal,Sri Lankan commercial bank,en,literal,CBC,,,,,,,,,,,,
149,uri,http://www.wikidata.org/entity/Q5152468,en,literal,Commercial Bank of Ceylon,en,literal,Sri Lanka,en,literal,business,literal,143280446,,,,uri,https://www.combank.lk/,en,literal,Sri Lankan commercial bank,en,literal,CBC,,,,,,,,,,,,
150,uri,http://www.wikidata.org/entity/Q5453332,en,literal,First Micro Finance Bank,en,literal,Pakistan,en,literal,bank,,,,,,,,en,literal,bank in Pakistan,,,,,,,,,,,,,,,
151,uri,http://www.wikidata.org/entity/Q5489161,en,literal,Banesco Panama,en,literal,Panama,en,literal,bank,,,,,,uri,http://www.banesco.com.pa/,en,literal,Panamanian financial institutions,,,,literal,banescopanama,,,literal,/g/121v8frd,,,uri,http://www.wikidata.org/entity/Q15696927,,
152,uri,http://www.wikidata.org/entity/Q5489161,en,literal,Banesco Panama,en,literal,Panama,en,literal,financial institution,,,,,,uri,http://www.banesco.com.pa/,en,literal,Panamanian financial institutions,,,,literal,banescopanama,,,literal,/g/121v8frd,,,uri,http://www.wikidata.org/entity/Q15696927,,
153,uri,http://www.wikidata.org/entity/Q5489161,en,literal,Banesco Panama,en,literal,Panama,en,literal,business,,,,,,uri,http://www.banesco.com.pa/,en,literal,Panamanian financial institutions,,,,literal,banescopanama,,,literal,/g/121v8frd,,,uri,http://www.wikidata.org/entity/Q15696927,,
154,uri,http://www.wikidata.org/entity/Q5717833,en,literal,Banco Agricola,en,literal,El Salvador,en,literal,bank,,,,,,uri,https://www.bancoagricola.com/,en,literal,Banco Agricola of El Salvador,en,literal,Agricola bank,literal,BancoAgricolaSV,,,literal,/g/120zjpgq,,,,,,
155,uri,http://www.wikidata.org/entity/Q5717833,en,literal,Banco Agricola,en,literal,El Salvador,en,literal,credit institution,,,,,,uri,https://www.bancoagricola.com/,en,literal,Banco Agricola of El Salvador,en,literal,Agricola bank,literal,BancoAgricolaSV,,,literal,/g/120zjpgq,,,,,,
156,uri,http://www.wikidata.org/entity/Q6443607,en,literal,Kumari Bank Limited,en,literal,Nepal,en,literal,bank,,,,,,uri,http://www.kumaribank.com/,en,literal,commercial bank of Nepal,,,,,,,,,,,,,,,
157,uri,http://www.wikidata.org/entity/Q6443607,en,literal,Kumari Bank Limited,en,literal,Nepal,en,literal,public company,,,,,,uri,http://www.kumaribank.com/,en,literal,commercial bank of Nepal,,,,,,,,,,,,,,,
158,uri,http://www.wikidata.org/entity/Q6443607,en,literal,Kumari Bank Limited,en,literal,Nepal,en,literal,bank,,,,,,uri,https://www.kumaribank.com/,en,literal,commercial bank of Nepal,,,,,,,,,,,,,,,
159,uri,http://www.wikidata.org/entity/Q6443607,en,literal,Kumari Bank Limited,en,literal,Nepal,en,literal,public company,,,,,,uri,https://www.kumaribank.com/,en,literal,commercial bank of Nepal,,,,,,,,,,,,,,,
160,uri,http://www.wikidata.org/entity/Q6841773,,literal,Q6841773,en,literal,Saudi Arabia,en,literal,bank,,,,,,,,,,,,,,,,,,literal,/g/122dryyg,,,,,,
161,uri,http://www.wikidata.org/entity/Q6956890,en,literal,Nabil Bank Limited,en,literal,Nepal,en,literal,bank,,,,,,uri,http://www.nabilbank.com/,en,literal,Nation's first private sector bank,en,literal,Nabil Bank,,,,,,,,,,,,
162,uri,http://www.wikidata.org/entity/Q6956890,en,literal,Nabil Bank Limited,en,literal,Nepal,en,literal,public company,,,,,,uri,http://www.nabilbank.com/,en,literal,Nation's first private sector bank,en,literal,Nabil Bank,,,,,,,,,,,,
163,uri,http://www.wikidata.org/entity/Q6994325,en,literal,Nepal Bangladesh Bank,en,literal,Nepal,en,literal,bank,,,,,,uri,http://www.nbbl.com.np/index.php,en,literal,company in Nepal,,,,,,,,,,,,,,,
164,uri,http://www.wikidata.org/entity/Q6994325,en,literal,Nepal Bangladesh Bank,en,literal,Nepal,en,literal,public company,,,,,,uri,http://www.nbbl.com.np/index.php,en,literal,company in Nepal,,,,,,,,,,,,,,,
165,uri,http://www.wikidata.org/entity/Q6994325,en,literal,Nepal Bangladesh Bank,en,literal,Nepal,en,literal,business,,,,,,uri,http://www.nbbl.com.np/index.php,en,literal,company in Nepal,,,,,,,,,,,,,,,
166,uri,http://www.wikidata.org/entity/Q7187611,en,literal,Bank Yahav,en,literal,Israel,en,literal,bank,,,,,,uri,https://www.bank-yahav.co.il/,,,,,,,,,,,literal,/g/11b6rcw3g0,,,uri,http://www.wikidata.org/entity/Q2777129,,
167,uri,http://www.wikidata.org/entity/Q7187667,en,literal,Bank Massad,en,literal,Israel,en,literal,bank,,,,,,uri,http://www.bankmassad.co.il,en,literal,Israeli banking institution,,,,,,,,literal,/g/121b6wkk,,,uri,http://www.wikidata.org/entity/Q2777497,,
168,uri,http://www.wikidata.org/entity/Q7187667,en,literal,Bank Massad,en,literal,Israel,en,literal,business,,,,,,uri,http://www.bankmassad.co.il,en,literal,Israeli banking institution,,,,,,,,literal,/g/121b6wkk,,,uri,http://www.wikidata.org/entity/Q2777497,,
169,uri,http://www.wikidata.org/entity/Q7187818,en,literal,Arab Israel Bank,en,literal,Israel,en,literal,bank,,,,,,uri,http://arabic.leumi.co.il,,,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q806641,,
170,uri,http://www.wikidata.org/entity/Q7295296,en,literal,Rastriya Banijya Bank,en,literal,Nepal,en,literal,bank,literal,150111641,,,,uri,http://www.rbb.com.np/,en,literal,A Class commercial bank of Nepal,en,literal,RBB,,,,,,,,,,,,
171,uri,http://www.wikidata.org/entity/Q7598199,en,literal,Standard Chartered Bank Nepal,en,literal,Nepal,en,literal,bank,,,,,,uri,https://www.sc.com/,en,literal,bank in Nepal,en,literal,Standard Chartered Bank Limited,,,,,,,,,,,,
172,uri,http://www.wikidata.org/entity/Q7598199,en,literal,Standard Chartered Bank Nepal,en,literal,Nepal,en,literal,public company,,,,,,uri,https://www.sc.com/,en,literal,bank in Nepal,en,literal,Standard Chartered Bank Limited,,,,,,,,,,,,
